time,vin,clk,v_code,code
0.000000000000000000e+00,4.887585530000000114e-04,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
9.999999999999999547e-07,5.497377679999999791e-04,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
1.999999999999999909e-06,6.107169840000000512e-04,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
3.000000000000000076e-06,6.716961990000000189e-04,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
3.999999999999999819e-06,7.326754139999999867e-04,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
5.000000000000000409e-06,7.936546289999999544e-04,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
6.000000000000000152e-06,8.546338450000000265e-04,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
6.999999999999999895e-06,9.156130599999999942e-04,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
7.999999999999999638e-06,9.765922750000000704e-04,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
9.000000000000000228e-06,1.037571489999999930e-03,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
1.000000000000000082e-05,1.098550709999999986e-03,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
1.099999999999999971e-05,1.159529920000000082e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
1.200000000000000030e-05,1.220509139999999921e-03,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
1.299999999999999920e-05,1.281488350000000017e-03,0.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
1.399999999999999979e-05,1.342467570000000074e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
1.500000000000000038e-05,1.403446779999999953e-03,1.000000000000000000e+00,5.865102639296187678e-03,6.000000000000000000e+00
1.599999999999999928e-05,1.464426000000000009e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
1.699999999999999987e-05,1.525405210000000105e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
1.800000000000000046e-05,1.586384429999999944e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
1.900000000000000105e-05,1.647363640000000041e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
2.000000000000000164e-05,1.708342860000000097e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
2.099999999999999884e-05,1.769322069999999976e-03,0.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
2.199999999999999943e-05,1.830301290000000032e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
2.300000000000000002e-05,1.891280499999999911e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
2.400000000000000061e-05,1.952259719999999968e-03,1.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
2.500000000000000120e-05,2.013238929999999847e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
2.599999999999999840e-05,2.074218149999999903e-03,0.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
2.699999999999999899e-05,2.135197359999999999e-03,1.000000000000000000e+00,6.842619745845552291e-03,7.000000000000000000e+00
2.799999999999999958e-05,2.196176580000000055e-03,1.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
2.900000000000000017e-05,2.257155790000000151e-03,1.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
3.000000000000000076e-05,2.318135010000000207e-03,1.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
3.100000000000000135e-05,2.379114219999999870e-03,1.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
3.199999999999999855e-05,2.440093439999999926e-03,1.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
3.300000000000000253e-05,2.501072659999999982e-03,1.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
3.399999999999999973e-05,2.562051870000000078e-03,1.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
3.499999999999999693e-05,2.623031090000000135e-03,0.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
3.600000000000000091e-05,2.684010299999999797e-03,1.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
3.699999999999999811e-05,2.744989519999999853e-03,0.000000000000000000e+00,8.797653958944280650e-03,9.000000000000000000e+00
3.800000000000000209e-05,2.805968729999999949e-03,1.000000000000000000e+00,7.820136852394916904e-03,8.000000000000000000e+00
